-10.000000	-10.000000	-0.004366
-10.000000	-9.900000	-0.000452
-10.000000	-9.800000	0.004859
-10.000000	-9.700000	-0.003275
-10.000000	-9.600000	-0.002599
-10.000000	-9.500000	0.005168
-10.000000	-9.400000	-0.000717
-10.000000	-9.300000	-0.004863
-10.000000	-9.200000	0.003547
-10.000000	-9.100000	0.003078
-10.000000	-9.000000	-0.005174
-10.000000	-8.900000	-0.000774
-10.000000	-8.800000	0.005626
-10.000000	-8.700000	-0.001348
-10.000000	-8.600000	-0.005298
-10.000000	-8.500000	0.002973
-10.000000	-8.400000	0.004643
-10.000000	-8.300000	-0.004062
-10.000000	-8.200000	-0.004012
-10.000000	-8.100000	0.004709
-10.000000	-8.000000	0.003628
-10.000000	-7.900000	-0.005018
-10.000000	-7.800000	-0.003606
-10.000000	-7.700000	0.005037
-10.000000	-7.600000	0.003988
-10.000000	-7.500000	-0.004721
-10.000000	-7.400000	-0.004733
-10.000000	-7.300000	0.003938
-10.000000	-7.200000	0.005691
-10.000000	-7.100000	-0.002506
-10.000000	-7.000000	-0.006541
-10.000000	-6.900000	0.000304
-10.000000	-6.800000	0.006755
-10.000000	-6.700000	0.002539
-10.000000	-6.600000	-0.005679
-10.000000	-6.500000	-0.005411
-10.000000	-6.400000	0.002839
-10.000000	-6.300000	0.007115
-10.000000	-6.200000	0.001505
-10.000000	-6.100000	-0.006211
-10.000000	-6.000000	-0.005812
-10.000000	-5.900000	0.002039
-10.000000	-5.800000	0.007427
-10.000000	-5.700000	0.003901
-10.000000	-5.600000	-0.004216
-10.000000	-5.500000	-0.007617
-10.000000	-5.400000	-0.002689
-10.000000	-5.300000	0.005120
-10.000000	-5.200000	0.007723
-10.000000	-5.100000	0.002694
-10.000000	-5.000000	-0.004928
-10.000000	-4.900000	-0.008036
-10.000000	-4.800000	-0.004023
-10.000000	-4.700000	0.003430
-10.000000	-4.600000	0.008074
-10.000000	-4.500000	0.006353
-10.000000	-4.400000	-0.000172
-10.000000	-4.300000	-0.006561
-10.000000	-4.200000	-0.008378
-10.000000	-4.100000	-0.004627
-10.000000	-4.000000	0.002040
-10.000000	-3.900000	0.007436
-10.000000	-3.800000	0.008512
-10.000000	-3.700000	0.004913
-10.000000	-3.600000	-0.001212
-10.000000	-3.500000	-0.006677
-10.000000	-3.400000	-0.008959
-10.000000	-3.300000	-0.007252
-10.000000	-3.200000	-0.002544
-10.000000	-3.100000	0.003092
-10.000000	-3.000000	0.007493
-10.000000	-2.900000	0.009221
-10.000000	-2.800000	0.007930
-10.000000	-2.700000	0.004270
-10.000000	-2.600000	-0.000507
-10.000000	-2.500000	-0.005032
-10.000000	-2.400000	-0.008221
-10.000000	-2.300000	-0.009487
-10.000000	-2.200000	-0.008773
-10.000000	-2.100000	-0.006440
-10.000000	-2.000000	-0.003093
-10.000000	-1.900000	0.000603
-10.000000	-1.800000	0.004060
-10.000000	-1.700000	0.006853
-10.000000	-1.600000	0.008744
-10.000000	-1.500000	0.009673
-10.000000	-1.400000	0.009709
-10.000000	-1.300000	0.009012
-10.000000	-1.200000	0.007777
-10.000000	-1.100000	0.006205
-10.000000	-1.000000	0.004476
-10.000000	-0.900000	0.002732
-10.000000	-0.800000	0.001081
-10.000000	-0.700000	-0.000408
-10.000000	-0.600000	-0.001695
-10.000000	-0.500000	-0.002766
-10.000000	-0.400000	-0.003619
-10.000000	-0.300000	-0.004264
-10.000000	-0.200000	-0.004713
-10.000000	-0.100000	-0.004977
-10.000000	0.000000	-0.005064
-10.000000	0.100000	-0.004977
-10.000000	0.200000	-0.004713
-10.000000	0.300000	-0.004264
-10.000000	0.400000	-0.003619
-10.000000	0.500000	-0.002766
-10.000000	0.600000	-0.001695
-10.000000	0.700000	-0.000408
-10.000000	0.800000	0.001081
-10.000000	0.900000	0.002732
-10.000000	1.000000	0.004476
-10.000000	1.100000	0.006205
-10.000000	1.200000	0.007777
-10.000000	1.300000	0.009012
-10.000000	1.400000	0.009709
-10.000000	1.500000	0.009673
-10.000000	1.600000	0.008744
-10.000000	1.700000	0.006853
